"header","class","mechanism","group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"Tet|TetX|M37699|586-1752|1167|Tetracyclines|Tetracycline_inactivation_enzymes|TETX","Tetracyclines","Tetracycline inactivation enzymes","TETX",0,0,2136,0,1837,1368,2056,0,38,1289,0,0,0,2012,1928,114,0,12,1987,233,259,1560,2090,0,0,0,10,2089,1850,0,998
"Tet|tet31_1_GQ283908|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET31","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TET31",501,0,301,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,81,0,24,0,0,0,2317,0,2281
"Tet|tet32_1_EU722333|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TET32",0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0
"Tet|tet33_3_DQ390458|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TET33",0,0,1708,0,1274,0,2185,0,1966,422,130,0,113,208,44,106,0,34,25,0,206,1673,1481,1918,69,0,41,1252,256,0,519
"Tet|tet39_3_DQ195075|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET39","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TET39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Tet|tet40_1_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TET40",88,889,1860,86,1525,1289,2255,1255,801,1857,1468,163,414,804,918,1985,1169,1542,1713,1193,350,867,2102,269,0,704,1461,2087,31,0,168
"Tet|tet40_2_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TET40",142,1192,2320,169,2268,1835,2343,493,1662,2257,2093,402,825,884,1492,1472,421,1770,2015,1862,984,1603,2334,754,39,655,2057,2316,100,0,495
"Tet|tet44_1_NZ_ABDU01000081|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TET44",0,0,143,60,0,0,0,0,240,203,0,57,0,0,31,0,0,0,0,91,0,0,115,0,0,0,0,180,69,0,0
"Tet|tetA_2_X00006|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",992,733,898,1320,1057,732,739,1190,1211,67,955,1282,991,640,1110,0,1181,1158,1050,1096,223,924,173,1160,508,1358,867,466,0,256,180
"Tet|tetA_3_AY196695|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",1552,1381,1594,1761,1650,1425,1411,1721,1756,0,1591,1748,1613,1268,1677,587,1715,1654,1643,1652,662,1533,0,1704,1216,1815,1534,1041,556,684,0
"Tet|tetA_5_AJ419171|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",1492,1182,1404,1836,1537,1214,1159,1695,1751,123,1481,1825,1523,993,1648,417,1698,1650,1599,1672,431,1471,314,1698,917,1854,1415,777,368,472,269
"Tet|tetA_6_AJ313332|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",1517,1224,1445,1823,1574,1290,1244,1730,1791,123,1570,1847,1555,1080,1682,436,1712,1711,1654,1692,422,1474,377,1718,1006,1850,1439,853,366,524,296
"Tet|tetA_P_1_AB054980|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",0,0,0,0,712,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,930,0,0,0
"Tet|tetA_P_4_AB001076|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",0,0,146,0,419,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,596,0,0,0
"Tet|tetB_3_AP000342|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETB",1827,314,1082,1429,778,607,208,1534,1817,1325,1118,1455,1731,1861,1792,906,1573,1843,1383,1876,0,995,262,1836,329,222,845,242,168,0,0
"Tet|tetB_4_AF326777|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETB",2158,324,1519,1459,1006,893,191,1869,2112,1763,1118,1602,2080,2112,2084,1179,1870,2206,1843,2147,0,905,279,2208,280,326,844,313,260,10,0
"Tet|tetB_5_AJ277653|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETB",1062,0,529,875,465,300,109,897,1066,722,637,831,993,1130,1032,535,829,1051,732,1098,0,572,0,1073,0,145,480,0,0,0,0
"Tet|tetC_1_NC_002109|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETC",0,0,1028,0,149,0,1683,0,22,0,0,0,0,0,1692,64,0,0,0,67,0,0,1807,0,0,0,0,511,0,0,0
"Tet|tetC_6_Y19114|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETC",0,0,835,0,127,0,1379,0,0,0,0,0,0,0,1337,44,0,0,0,48,0,0,1437,0,0,0,0,416,0,0,0
"Tet|tetC_9_AY046276|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETC",0,0,1132,0,203,0,1767,0,0,0,0,0,0,0,1823,78,0,0,0,90,0,0,1942,0,0,0,0,537,0,0,0
"Tet|tetG_1_AJ276217|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETG",0,0,102,0,26,0,103,0,62,0,0,0,0,0,0,0,0,0,0,0,0,56,53,0,0,0,0,59,0,0,0
"Tet|tetG_2_AF133139|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETG",0,0,134,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tet|tetG_3_S52437|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETG",0,185,1762,0,760,0,1751,0,59,542,0,0,1135,0,0,0,0,0,0,0,0,1534,1238,0,0,0,0,1492,0,0,0
"Tet|tetG_5_AF071555|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETG",0,303,1901,0,1046,0,1911,0,88,854,0,0,1402,18,0,0,0,0,19,0,69,1770,1545,0,0,0,0,1727,0,0,0
"Tet|tetH_1_Y16103|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETH",952,0,1708,0,1282,810,299,98,251,1419,0,0,743,1228,0,35,106,0,1527,175,41,1008,1519,414,127,99,0,619,2154,0,2144
"Tet|tetH_2_AJ245947|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETH",1122,0,1940,0,1482,923,323,115,312,1594,28,0,835,1415,0,19,126,0,1763,162,59,1128,1723,434,146,116,45,735,2183,0,2203
"Tet|tetH_3_Y15510|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETH",1249,0,2134,16,1656,1100,378,132,306,1789,52,0,957,1554,0,39,118,0,1951,182,55,1246,1905,512,187,111,56,837,2324,0,2322
"Tet|tetH_4_U00792|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETH",932,0,1771,0,1287,709,225,80,246,1441,28,0,671,1236,0,0,84,0,1558,168,38,1007,1523,413,154,91,23,577,2178,0,2147
"Tet|tetJ_1_ACLE01000065|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETJ","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
"Tet|tetL_1_HM235948|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETL",0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
"Tet|tetL_4_M11036|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETL",975,193,334,0,157,435,603,0,506,338,51,0,766,225,0,0,0,0,971,267,53,148,458,65,339,0,0,314,135,0,1505
"Tet|tetL_5_D00006|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETL",1112,189,389,0,208,486,747,0,572,376,93,17,812,268,0,0,0,59,1087,225,78,131,519,59,348,0,0,291,153,0,1677
"Tet|tetL_8_X60828|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,707
"Tet|tetL_9_AY081910|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETL",1040,153,483,0,184,446,876,0,717,432,57,0,715,220,0,0,0,34,1011,228,77,147,453,55,334,26,20,361,132,0,1670
"Tet|tetM_10_EU182585|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",0,0,246,0,259,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,154,0,0,645
"Tet|tetM_11_JN846696|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",0,0,246,0,186,0,0,0,758,154,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,169,84,0,488
"Tet|tetM_12_FR671418|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",0,0,287,0,350,0,181,0,0,0,309,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,107,0,132,0,808
"Tet|tetM_13_AM990992|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",619,370,461,0,846,249,302,0,2970,256,538,0,392,1686,510,242,0,99,752,304,0,215,705,1931,244,350,193,471,323,0,1306
"Tet|tetM_1_X92947|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",611,227,508,0,657,193,212,0,2691,213,234,0,379,1128,670,226,0,80,678,275,52,180,676,1866,175,332,55,482,283,0,1121
"Tet|tetM_2_X90939|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",649,0,0,0,0,240,161,0,0,0,463,0,413,919,527,0,0,0,0,0,0,144,349,0,0,0,168,402,154,0,683
"Tet|tetM_4_X75073|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",1144,354,357,0,761,537,317,33,3084,271,300,28,824,1351,378,346,0,141,1132,680,93,344,1089,2729,501,723,110,472,542,0,1843
"Tet|tetM_5_U58985|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",836,218,356,0,578,303,199,0,2485,235,275,0,567,1224,599,213,0,0,917,342,0,215,624,1822,0,320,78,322,305,0,1348
"Tet|tetM_6_M21136|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",417,203,223,0,617,0,144,0,3238,179,0,0,0,1066,290,276,0,64,472,242,0,156,583,1339,126,242,0,277,347,0,784
"Tet|tetM_7_FN433596|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",616,288,344,0,742,191,173,0,3590,233,0,0,358,1299,0,339,0,88,676,269,0,211,751,1738,162,285,0,334,452,0,1052
"Tet|tetM_8_X04388|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",241,0,137,0,166,0,200,0,0,0,0,0,138,473,0,0,0,0,0,0,0,0,175,0,0,0,0,179,0,0,0
"Tet|tetM_9_X56353|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETM",399,130,309,0,373,0,138,0,1861,0,134,0,248,704,295,152,0,42,432,172,0,0,349,1148,118,0,0,275,132,0,744
"Tet|tetO_2_M20925|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETO",890,2493,3182,524,3325,1882,3557,1502,2643,3162,2783,480,1805,2466,1814,1712,1527,2508,2542,2312,1465,2730,3457,730,612,746,2489,3229,258,304,1933
"Tet|tetO_3_Y07780|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETO",268,1753,2375,0,3676,390,3178,773,2324,2740,1933,0,519,763,534,598,772,763,887,1368,535,1689,3495,375,146,413,1551,2589,59,40,1589
"Tet|tetQ_1_L33696|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETQ",2856,3650,3663,3269,3604,3531,3599,3630,3095,3692,3612,3488,3472,3621,3549,2721,3635,3532,3586,3587,2285,3469,3633,935,121,3427,3592,3695,1062,35,2269
"Tet|tetQ_3_U73497|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETQ",2146,3141,3621,1796,3562,2623,3331,2559,1747,3204,2920,2033,2574,3090,3443,2343,2603,3374,3138,2771,936,3067,3619,1613,0,1788,2843,3590,332,0,881
"Tet|tetS_1_DQ377340|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETS",0,0,186,0,216,0,294,0,0,196,0,0,0,0,0,0,0,186,20,0,0,198,318,0,0,0,0,297,211,29,925
"Tet|tetS_3_X92946|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETS",31,0,176,0,279,0,316,0,0,187,0,0,0,0,0,0,0,187,0,0,0,210,353,0,0,0,0,306,274,32,985
"Tet|tetW_1_DQ060146|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETW",828,3622,3678,3001,3575,3522,3703,2705,3622,3667,3612,2922,3556,3175,3152,3355,2554,3436,3530,3603,2285,3405,3694,3461,3273,2562,3612,3680,888,1976,2684
"Tet|tetW_2_AY049983|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETW",926,1565,2282,0,1568,1967,2647,154,2328,2229,2273,0,1433,0,1645,1171,138,942,1320,2365,879,868,2829,1677,190,0,2170,2394,510,1039,335
"Tet|tetW_5_AJ427421|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETW",940,3423,3491,3038,3311,3499,3592,2795,3395,3510,3373,2951,3378,3181,3061,3346,2689,3327,3550,3342,2173,3136,3561,3153,3198,2505,3351,3527,986,2206,2605
"Tet|tetW_6_FN396364|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETW",1109,3659,3687,2356,3621,3584,3703,2046,3658,3681,3615,2418,3579,2858,3334,3444,1897,3381,3550,3662,3440,3537,3688,3661,3319,2962,3588,3679,1085,2442,3223
"Tet|tetX_1_GU014535|Tetracyclines|Tetracycline_inactivation_enzymes|TETX","Tetracyclines","Tetracycline inactivation enzymes","TETX",0,0,1752,0,1009,638,1391,0,0,586,0,0,0,1334,1159,0,0,0,1211,106,112,721,1516,0,0,0,0,1541,1587,0,1000
"Tet|tetX_3_AB097942|Tetracyclines|Tetracycline_inactivation_enzymes|TETX","Tetracyclines","Tetracycline inactivation enzymes","TETX",0,0,0,0,0,0,0,0,19,0,0,0,0,0,1362,0,0,58,0,0,0,0,0,39,0,0,0,0,132,0,2102
"Tet|tetY|AF070999|1680-2855|1176|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETY","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETY",11,0,390,0,109,0,30,0,0,30,0,0,0,13,0,61,0,0,0,0,0,0,15,11,0,0,0,52,0,0,0
"Tmt|DfrD|Z50141|94-582|489|Trimethoprim|Dihydrofolate_reductase|DFRD","Trimethoprim","Dihydrofolate reductase","DFRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,557
"Tmt|DfrG|AB205645|1013-1510|498|Trimethoprim|Dihydrofolate_reductase|DFRG","Trimethoprim","Dihydrofolate reductase","DFRG",0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,5
"Tmt|U43152.1|gene1|Trimethoprim|Dihydrofolate_reductase|DFRD","Trimethoprim","Dihydrofolate reductase","DFRD",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,702
"Tmt|tetQ_2_X58717|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ","Tetracyclines","Tetracycline resistance ribosomal protection proteins","TETQ",1805,3474,3540,1125,3560,1810,3624,2011,1832,3462,3280,1426,2075,3504,1760,1713,2053,1656,2381,1950,874,3231,3601,230,0,1086,3157,3107,824,0,1121
"gi|1045658|gb|U37195.1|ECU37195|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",538,109,114,421,73,141,0,390,462,0,327,642,364,0,305,0,379,127,262,444,0,9,0,477,213,210,176,19,0,0,0
"gi|10641069|dbj|AB049569.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,81,0,279,0,0,0,0,0,0,0,28,0,0,0,0
"gi|10946526|gb|AY008290.1|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
"gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
"gi|110610032|gb|DQ679961.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",533,0,0,520,0,563,0,516,516,0,483,610,0,0,0,0,507,0,722,520,0,0,0,0,0,370,0,0,154,0,0
"gi|110630022|gb|DQ810789.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,249,0,0,0,279,0,0,0,409,0,0,0,0,317,0,0,0,0,0,0,0,0,219,0,0,0,0,0
"gi|114842971|gb|DQ909059.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,91,0,158,99,0,12,0,0,0,0,0,0,0,0,0
"gi|121485910|gb|EF136376.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gi|124263631|gb|EF210159.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gi|124365351|gb|EF219142.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gi|12484390|gb|AF252623.2|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",184,43,0,590,0,175,0,0,0,0,140,474,166,0,0,0,0,0,0,0,0,0,0,0,154,462,146,0,0,0,0
"gi|126013510|gb|EF415650.1|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",691,0,0,58,0,169,0,429,41,0,79,127,507,0,0,0,399,303,260,155,0,0,0,455,0,0,40,0,0,0,0
"gi|126013667|gb|EF418608.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",287,103,0,839,0,253,0,74,0,0,192,796,262,0,0,0,65,0,91,0,0,0,0,0,310,742,260,0,0,0,0
"gi|13236847|gb|AY027590.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,312,0,0,414,0,0,198,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0
"gi|13272527|gb|AF332513.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"gi|13562034|gb|AF351241.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,343,0,279,98,275,0,364,0,0,222,389,0,0,192,0,321,0,483,310,0,17,0,0,0,159,85,0,59,0,0
"gi|145975406|gb|EF534736.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",531,134,90,472,89,161,0,373,502,0,339,743,375,0,302,0,347,104,231,473,0,0,0,511,243,240,163,0,0,0,0
"gi|146261808|gb|EF552405.1|betalactams|Class_D_betalactamases|OXA","betalactams","Class D betalactamases","OXA",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"gi|146771514|gb|EF576988.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,487,0,0,0,989,0,0,0,814,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gi|147744336|gb|EF561644.1|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",535,0,0,43,0,105,0,332,0,0,29,78,422,0,0,0,298,236,223,138,0,0,0,349,0,0,0,0,0,0,0
"gi|1488048|gb|U63835.1|PAU63835|betalactams|Class_D_betalactamases|OXA","betalactams","Class D betalactamases","OXA",0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0
"gi|148913114|gb|EF622224.1|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",682,0,0,45,0,129,0,385,51,0,69,118,505,0,0,0,384,319,297,150,0,0,0,433,0,0,48,0,0,0,0
"gi|149167|gb|M88143.1|KPNBETALAC|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",743,602,600,480,0,755,0,701,789,0,664,565,715,0,680,0,713,0,868,744,0,0,0,756,664,658,518,0,529,0,0
"gi|151074|gb|M69058.1|PSEBETLAC|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0
"gi|15149329|gb|AF397068.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",329,380,0,286,87,265,0,399,302,0,207,413,221,0,190,0,350,0,493,307,0,20,0,315,132,170,0,0,65,0,0
"gi|1524020|emb|X92506.1|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gi|1524022|emb|X95401.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
"gi|15485218|emb|AJ308558.1|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",830,201,165,721,160,260,24,651,799,0,613,1043,634,0,511,0,596,150,468,742,0,16,0,789,403,386,288,21,0,35,8
